DATE,CATEGORY,NAME,UNITS,TOTAL_PRICESELL,PROFIT
2016-11-30,Tropical Fruits,Pineapple sweet Large,7.0,35.0,21.0
2016-11-30,Veggies,Sprouts bean shoots,9.0,45.0,45.0
2016-11-30,capsicum,Capsicum yellow,6.268000000000001,40.742000000000004,40.742000000000004
2016-11-30,carrots,Carrots ,87.87199999999997,149.3824,149.3824
2016-11-30,coconut Products,Ginger & Apple Juice,2.0,13.98,3.98
2016-11-30,trutaste,Pineapple Diced 500g,1.0,5.99,1.7000000000000002
2016-12-31,Apples,Crimson Snow Apples,12.272,42.82928,42.82928
2016-12-31,Asian Vegies,Sinqua (Angled Luffa),0.384,2.112,0.3840000000000001
2016-12-31,Avocadoes,Avocado Shepard,1.0,2.0,2.0
2016-12-31,Bananas,Banana Cavendish,1503.1699999999994,2991.3083000000015,-15.031700000000036
2016-12-31,Berries,Berries Raspberry,17.0,59.5,59.5
2016-12-31,Bunch Vegies,Watercress,2.0,5.98,5.98
2016-12-31,Cabbages,Cabbage Drumhead,6.0,21.0,9.0
2016-12-31,Chillies,Thai Red Chilli,0.006,0.05994,0.05994
2016-12-31,Citrus,Grapefruit yellow,0.354,1.1263636363636356,1.1263636363636356
2016-12-31,Cucumbers,Cucumber Lebanese,198.16999999999982,988.8683000000011,988.8683000000011
2016-12-31,Cut Veggies,Savoy half,3.0,9.0,9.0
2016-12-31,Eggs,Eggs 850g,53.0,206.16999999999985,47.17000000000002
2016-12-31,Fruits,Kensington Pride Mangoes large,5.0,15.0,15.0
2016-12-31,Grapes,Basil Seed 100g(casa casa),2.0,7.98,1.9800000000000004
2016-12-31,Groceries-Dry Goods,Corriander Ground 200g,1.0,4.49,1.6900000000000004
2016-12-31,Herbs,Rosemary,1.0,3.5,3.5
2016-12-31,Kalamata olives,Barley Rusk Samaria,1.0,7.0,2.0
2016-12-31,Lettuces,Lettuce Rocket,4.339999999999999,86.79999999999998,86.79999999999998
2016-12-31,Melons,Honeydew,19.0,91.19999999999997,91.19999999999997
2016-12-31,Multi buy,Avocado 2 for $,2.0,4.0,1.5
2016-12-31,Mushrooms,Mushroom Brown,0.128,1.27872,1.27872
2016-12-31,Nuts,Cannellini Beans 1Kg,3.0,16.47,3.87
2016-12-31,Olympian Products,Mastiha 15g,2.0,9.98,2.9800000000000004
2016-12-31,Onions,Garlic 500g,3.0,7.470000000000001,1.4700000000000006
2016-12-31,Other Fruits,Rainer Cherries,2.128,31.92,31.92
2016-12-31,Other Vegies,Squash yellow,0.28600000000000003,0.5691400000000001,0.5691400000000001
2016-12-31,Pastas,Pennette No.59,2.0,2.4,2.4
2016-12-31,Pears,Pear Nashi,4.822000000000001,14.41778,-4.87022
2016-12-31,Potatoes,Washed Potatoes 2.5kg,10.0,50.0,25.0
2016-12-31,Pumpkins,Pumpkin Butternut,51.008,101.50592000000003,101.50592000000003
2016-12-31,Root Vegies,Turmeric,0.104,2.6,-2.08
2016-12-31,Sri Lankan Groceries,Elephant House EGB 1.5L,1.0,3.18181818181818,0.95181818181818
2016-12-31,Stonefruits,Peach clingstone,19.221999999999998,76.69578000000003,76.69578000000003
2016-12-31,Tomatoes,tomatoes Grape ,3.0,8.97,8.97
2016-12-31,Tropical Fruits,Pineapple sweet Large,20.0,100.0,60.0
2016-12-31,Veggies,Sprouts bean shoots,16.0,80.0,80.0
2016-12-31,capsicum,Capsicum yellow,3.0220000000000002,19.642999999999997,19.642999999999997
2016-12-31,carrots,Carrots ,104.608,177.83360000000008,177.83360000000008
2016-12-31,coconut Products,Ginger & Apple Juice,1.0,6.99,1.99
2016-12-31,trutaste,Raisins 500g,1.0,4.99,2.1900000000000004
2017-01-31,Apples,Crimson Snow Apples,2.592,9.04608,9.04608
2017-01-31,Asian Vegies,Sinqua (Angled Luffa),5.0,27.5,5.0
2017-01-31,Avocadoes,Avocado Shepard,1.0,2.0,2.0
2017-01-31,Bananas,Banana Cavendish,1774.3820000000048,3531.020179999994,-17.743820000000046
2017-01-31,Berries,Berries Strawberry (large),3.0,11.399999999999999,1.4099999999999995
2017-01-31,Bunch Vegies,Radish Red ,1.76,8.7824,4.3824
2017-01-31,Cabbages,Cabbage red,8.0,36.0,36.0
2017-01-31,Chillies,Thai Green Chilli,1.1460000000000004,28.650000000000002,28.650000000000002
2017-01-31,Citrus,Suntina Mandarine,9.075999999999999,45.28924,45.28924
2017-01-31,Cucumbers,continental cucumber bulk,3.578,12.97838181818183,12.97838181818183
2017-01-31,Cut Veggies,Savoy half,9.0,27.0,27.0
2017-01-31,Eggs,Quil Egg,1.0,3.5,0.7000000000000002
2017-01-31,Flowers,Bunch Roses,5.0,45.0,5.0
2017-01-31,Fruits,Green Mango,3.0,14.97,8.97
2017-01-31,Grapes,Basil Seed 100g(casa casa),3.0,11.97,2.9700000000000006
2017-01-31,Groceries-Dry Goods,Maliban Gold Maie 320g,1.0,2.99,1.0200000000000002
2017-01-31,Herbs,Thyme garden,1.0,3.5,3.5
2017-01-31,Kalamata olives,Olive Oil Rusk,2.0,14.0,4.0
2017-01-31,Lettuces,Snow pea Tendrils,1.0,19.0,19.0
2017-01-31,Melons,Honeydew,7.0,33.6,33.6
2017-01-31,Multi buy,Figs 2 for $ 1.50,1.0,1.5,0.75
2017-01-31,Mushrooms,Mushroom flat ,21.934,219.12066000000004,219.12066000000004
2017-01-31,Nuts,Cannellini Beans 1Kg,4.0,21.96,5.16
2017-01-31,Olympian Products,Mastiha 15g,1.0,4.99,1.4900000000000002
2017-01-31,Onions,Onion white,7.399999999999999,36.926,36.926
2017-01-31,Other Fruits,Figs,27.0,40.5,40.5
2017-01-31,Other Vegies,Butter Beans,0.362,2.5303800000000005,2.5303800000000005
2017-01-31,Pastas,Rigatoni No.58,6.0,5.94,5.94
2017-01-31,Pears,Pears brown bosc,2.1660000000000004,6.498000000000001,6.498000000000001
2017-01-31,Potatoes,potato Red 4kg,4.0,28.0,16.0
2017-01-31,Pumpkins,Wijaya fish curry Powder 70g,1.0,1.99,0.8899999999999999
2017-01-31,Root Vegies,Celeriac,1.0,6.0,6.0
2017-01-31,Sri Lankan Groceries, Mango Chutney 450g der,1.0,4.99,1.5900000000000003
2017-01-31,Stonefruits,Plums october sun,1.266,4.431,4.431
2017-01-31,Tomatoes,tomatoes Grape ,2.0,5.98,5.98
2017-01-31,Tropical Fruits,Passionfruit,1.0,0.99,0.99
2017-01-31,Veggies,Sprouts bean shoots,21.0,105.0,105.0
2017-01-31,capsicum,Capsicum yellow,4.202,27.31299999999999,27.31299999999999
2017-01-31,carrots,Carrots ,142.22400000000002,241.78080000000003,241.78080000000003
2017-01-31,coconut Products,Ginger & Apple Juice,2.0,13.98,3.98
2017-01-31,trutaste,BBQ fride rice cracker,1.0,4.53636363636364,1.73636363636364
2017-02-28,Apples,Apples Fuji,4.282,17.08518,17.08518
2017-02-28,Asian Vegies,Bean Sprouts ,2.0,4.0,1.5
2017-02-28,Avocadoes,Avocado Small Hass,108.0,270.0,216.0
2017-02-28,Bananas,Banana Cavendish,1245.6520000000007,2478.8474799999995,-12.45652000000001
2017-02-28,Berries,Berries Blueberry,2.0,7.0,7.0
2017-02-28,Bunch Vegies,Rhubarb,4.0,18.0,18.0
2017-02-28,Cabbages,Cabbage red,8.0,36.0,36.0
2017-02-28,Chillies,Thai Green Chilli,0.8480000000000002,21.200000000000006,21.200000000000006
2017-02-28,Citrus,2kg Marsh Grapefruit ,6.0,30.0,12.0
2017-02-28,Cucumbers,Aussie Cucumber,10.347999999999999,41.28852,41.28852
2017-02-28,Cut Fruits,Mangosteen,1.0,17.0,17.0
2017-02-28,Cut Veggies,Savoy half,12.0,36.0,36.0
2017-02-28,Eggs,egg free range 600g,4.0,16.8,4.0
2017-02-28,Flowers,Bunch Roses,18.0,162.0,18.0
2017-02-28,Fruits,Calypso mango,2.0,3.0,3.0
2017-02-28,Grapes,Grapes black,6.361999999999999,25.384380000000004,25.384380000000004
2017-02-28,Groceries-Dry Goods,Adzuki Beans 500g,1.0,2.69,0.69
2017-02-28,Herbs,Thyme garden,1.0,3.5,3.5
2017-02-28,Kalamata olives,Pasta,1.0,5.0,1.5
2017-02-28,Lettuces,Lettuce Rocket,3.9819999999999993,79.64000000000001,79.64000000000001
2017-02-28,Melons,Watermelon seeded,1.0,1.80909090909091,1.80909090909091
2017-02-28,Multi buy,Pomegrante 2for $3,4.0,12.0,0.03999999999999915
2017-02-28,Mushrooms,Mushroom flat ,17.037999999999997,170.20961999999997,170.20961999999997
2017-02-28,Nuts,Cannellini Beans 1Kg,1.0,5.49,1.29
2017-02-28,Olympian Products,Mastiha 15g,1.0,4.99,1.4900000000000002
2017-02-28,Onions,Red onion 10kg,1.0,18.0,8.0
2017-02-28,Other Fruits,Kiwi fruit Green,29.708000000000002,163.394,163.394
2017-02-28,Other Vegies,Peas,1.458,10.191419999999999,10.191419999999999
2017-02-28,Pastas,Pennette No.59,3.0,3.5999999999999996,3.5999999999999996
2017-02-28,Pears,Pears brown bosc,4.088,12.264,12.264
2017-02-28,Potatoes,Hawaian Sweet Potato,28.353999999999992,113.13246,42.24746000000001
2017-02-28,Pumpkins,Wijaya fish curry Powder 70g,1.0,1.99,0.8899999999999999
2017-02-28,Root Vegies,Kohlrabi Purple,1.0,3.0,3.0
2017-02-28,Sri Lankan Groceries, Mustatd Sauce 375g,1.0,5.29,1.1900000000000004
2017-02-28,Stonefruits,Black Plum ,8.0,23.92,23.92
2017-02-28,Tomatoes,Adelaide Tomatoes,1.258,10.051420000000002,10.051420000000002
2017-02-28,Tropical Fruits,Pomegranate,1.0,2.5,1.5
2017-02-28,Veggies,Beans Snake,4.154,37.34446,20.72846
2017-02-28,capsicum,Capsicum yellow,8.346000000000002,54.248999999999995,54.248999999999995
2017-02-28,carrots,Carrots 1kg,173.0,257.77000000000055,119.36999999999976
2017-02-28,coconut Products,Coca cola 1.25L,1.0,2.5,1.5
2017-02-28,trutaste,Pitted Prunes 500g,1.0,5.99,2.39
2017-03-31,Apples,Apple pink lady 1kg Punnet,1.0,3.99,0.4900000000000002
2017-03-31,Asian Vegies,Bean Sprouts ,1.0,2.0,0.75
2017-03-31,Avocadoes,Avocado Small Hass,2.0,5.0,4.0
2017-03-31,Bananas,Banana Cavendish,1407.6760000000036,2801.275239999998,-14.076759999999998
2017-03-31,Berries,Berries Strawberry (large),8.0,30.400000000000002,3.7599999999999985
2017-03-31,Bunch Vegies,Chickory,1.0,2.8,0.7999999999999998
2017-03-31,Cabbages,Cabbage Drumhead,1.0,3.5,1.5
2017-03-31,Chillies,Chilli Birdseye,0.492,8.856,8.856
2017-03-31,Citrus,Lemon 1kg,1.0,1.99,-0.76
2017-03-31,Cucumbers,Aussie Cucumber,6.17,24.618299999999998,24.618299999999998
2017-03-31,Cut Veggies,cabbage red half,19.0,51.30000000000002,51.30000000000002
2017-03-31,Eggs,Quil Egg,5.0,17.5,3.500000000000001
2017-03-31,Flowers,Bunch Roses,14.0,126.0,14.0
2017-03-31,Fruits,Keitt Mango,28.0,70.0,70.0
2017-03-31,Grapes,Basil Seed 100g(casa casa),2.0,7.98,1.9800000000000004
2017-03-31,Groceries-Dry Goods,MD Woodapple Cream,1.0,4.99,0.9900000000000002
2017-03-31,Herbs,Basil Thai,1.0,3.0,3.0
2017-03-31,Kalamata olives,Virgin Olive oil 4Lt,1.0,39.99,5.490000000000002
2017-03-31,Lettuces,Lettuce Rocket,2.608,52.160000000000004,52.160000000000004
2017-03-31,Melons,Gold Honeydew,11.0,44.0,16.5
2017-03-31,Multi buy,Strawberry 3 for $5.00,1.0,5.0,2.5
2017-03-31,Mushrooms,cup mushroom 250g,5.0,15.0,15.0
2017-03-31,Nuts,Cannellini Beans 1Kg,2.0,10.98,2.58
2017-03-31,Olympian Products,Trahana Sweet 500g,1.0,3.99,1.1900000000000004
2017-03-31,Onions,Red onion 10kg,5.0,90.0,40.0
2017-03-31,Other Fruits,Cherries,1.368,21.87432,21.87432
2017-03-31,Other Vegies,Katta Sambol Veg,1.0,6.2,1.5
2017-03-31,Pastas,Penne Rigati No.18,3.0,3.5999999999999996,3.5999999999999996
2017-03-31,Pears,pear corella,5.656000000000001,16.968,2.828000000000001
2017-03-31,Potatoes,Hawaian Sweet Potato,23.917999999999996,95.43281999999998,35.63782000000001
2017-03-31,Pumpkins,Wijaya fish curry Powder 70g,2.0,3.98,1.7799999999999998
2017-03-31,Root Vegies,Swedes Turnips,4.832000000000001,24.160000000000007,7.247999999999999
2017-03-31,Sri Lankan Groceries,Roasted Peanut,0.624,3.7377599999999997,3.7377599999999997
2017-03-31,Stonefruits,Plums october sun,0.5579999999999999,1.953,1.953
2017-03-31,Tomatoes,Adelaide Tomatoes,1.7720000000000002,14.158280000000003,14.158280000000003
2017-03-31,Tropical Fruits,Custard Apple,5.4239999999999995,59.60976,59.60976
2017-03-31,Veggies,Borlotti Beans,2.54,20.294600000000003,14.325600000000001
2017-03-31,capsicum,Capsicum yellow,7.580000000000001,49.27,49.27
2017-03-31,carrots,Carrots 1kg,147.0,219.03000000000034,101.4299999999998
2017-03-31,coconut Products,croutouns,1.0,3.95,3.95
2017-03-31,trutaste,Paw Paw Diced 500g,1.0,5.99,1.7000000000000002
2017-04-30,Apples,Apple Granny smith 2kg Bags,6.0,27.0,9.0
2017-04-30,Asian Vegies,Pak choy,1.0,1.2,0.7
2017-04-30,Avocadoes,Avocado Small Hass,1.0,2.5,2.0
2017-04-30,Bananas,Banana Cavendish,1284.8199999999983,2556.7918,-12.848200000000016
2017-04-30,Berries,Berries Raspberry,4.0,14.0,14.0
2017-04-30,Bunch Vegies,Watercress,1.0,2.99,2.99
2017-04-30,Cabbages,Cabbage red,6.0,27.0,27.0
2017-04-30,Chillies,Chilli Birdseye,0.194,3.492,3.492
2017-04-30,Citrus,navel oranges 3kg,3.0,11.97,1.4700000000000006
2017-04-30,Cucumbers,Aussie Cucumber,4.51,17.9949,17.9949
2017-04-30,Cut Veggies,cabbage  quater green ,2.0,3.4,3.4
2017-04-30,Eggs,Eggs 850g,8.0,31.12,7.120000000000003
2017-04-30,Flowers,Bunch Roses,14.0,126.0,14.0
2017-04-30,Grapes,Grapes Red Globe,3.464,15.588,6.927999999999999
2017-04-30,Groceries-Dry Goods,Lentils 400g,1.0,1.29,0.38
2017-04-30,Herbs,Pennywort/ gotukola,0.9199999999999999,18.4,18.4
2017-04-30,Kalamata olives,Barley Rusk,1.0,7.0,1.5
2017-04-30,Lettuces,Snow pea Tendrils,1.0,19.0,19.0
2017-04-30,Melons,Honeydew,13.0,62.399999999999984,62.399999999999984
2017-04-30,Multi buy,Passata 6 for $8,2.0,16.0,16.0
2017-04-30,Mushrooms,Mushroom flat ,12.922,129.09077999999997,129.09077999999997
2017-04-30,Nuts,Cannellini Beans 1Kg,4.0,21.96,5.16
2017-04-30,Olympian Products,Almond Cresent 250g,2.0,9.07272727272728,2.0727272727272794
2017-04-30,Onions,Garlic 500g,1.0,2.49,0.4900000000000002
2017-04-30,Other Fruits,kiwi fruit Gold ,14.0,25.2,18.2
2017-04-30,Other Vegies,Peas,0.772,5.39628,5.39628
2017-04-30,Pastas,Bucatini No.6,2.0,2.4,2.4
2017-04-30,Pears,pear Bosc,1.9340000000000002,5.782660000000001,0.9476600000000008
2017-04-30,Potatoes,Cocktail Potatoes,6.126,24.44274,15.253739999999999
2017-04-30,Pumpkins,Pumpkin Grey,167.778,333.87821999999994,333.87821999999994
2017-04-30,Root Vegies,Annapura Atta 1kg,1.0,3.99,1.4900000000000002
2017-04-30,Sri Lankan Groceries,Garlic crush 1kg,1.0,6.99,2.1900000000000004
2017-04-30,Stonefruits,Blood Plums,0.904,4.510960000000002,4.510960000000002
2017-04-30,Tomatoes,Mix cherry tomatoes,1.0,3.0,1.0
2017-04-30,Tropical Fruits,Passionfruit,2.0,1.98,1.98
2017-04-30,Veggies,Borlotti Beans,0.136,1.08664,0.7670399999999999
2017-04-30,capsicum,Capsicum yellow,5.548,36.062,36.062
2017-04-30,carrots,Carrots 1kg,106.0,157.94,73.13999999999989
2017-04-30,coconut Products,Dawaat Traditional rice 5kg,1.0,17.99,2.9899999999999984
2017-04-30,trutaste,Paw Paw Diced 500g,1.0,5.99,1.7000000000000002
2017-05-31,Apples,Crimson Snow Apples,0.982,3.4271800000000003,3.4271800000000003
2017-05-31,Asian Vegies,Long Melon,2.836,11.31564,2.80764
2017-05-31,Avocadoes,Avocado Shepard,27.0,54.0,54.0
2017-05-31,Bananas,Banana Cavendish,931.3000000000002,1853.2869999999991,-9.313000000000008
2017-05-31,Berries,Berries Strawberry (large),3.0,11.399999999999999,1.4099999999999995
2017-05-31,Bunch Vegies,Radish Red ,0.37200000000000005,1.8562800000000002,0.9262800000000001
2017-05-31,Cabbages,Cabbage Wombok,9.0,13.5,-20.25
2017-05-31,Chillies,Chilli red,0.5680000000000001,14.200000000000001,14.200000000000001
2017-05-31,Citrus,3kg Marsh Grapefruit ,1.0,4.99,1.99
2017-05-31,Cucumbers,Aussie Cucumber,7.379999999999999,29.4462,29.4462
2017-05-31,Cut Fruits,Honeydew Half,1.0,1.69,0.69
2017-05-31,Cut Veggies,cabbage  quater green ,1.0,1.7,1.7
2017-05-31,Eggs,Quil Egg,3.0,10.5,2.1000000000000005
2017-05-31,Flowers,Bunch Roses,22.0,198.0,22.0
2017-05-31,Grapes,Moon Drop Grapes,10.886000000000001,76.09314,76.09314
2017-05-31,Groceries-Dry Goods,red Split lentils 5kg,1.0,12.0,3.25
2017-05-31,Herbs,Chives,1.0,3.5,3.5
2017-05-31,Kalamata olives,Pasta,1.0,5.0,1.5
2017-05-31,Lettuces,Lettuce Rocket,2.544,50.88,50.88
2017-05-31,Melons,Piel de Sapo Melon,4.0,11.96,-0.03999999999999915
2017-05-31,Multi buy,Spring Onion 2 for,13.0,32.5,32.5
2017-05-31,Mushrooms,Mushroom flat ,16.144000000000002,161.27855999999997,161.27855999999997
2017-05-31,Nuts,Cannellini Beans 1Kg,3.0,16.47,3.87
2017-05-31,Olympian Products,Cinnamon 15g,1.0,1.3,0.5
2017-05-31,Onions,Prepacked Chinese Garlic,5.0,17.5,12.5
2017-05-31,Other Fruits,Kiwi fruit Green,19.023999999999997,104.63200000000003,104.63200000000003
2017-05-31,Other Vegies,Peas Snow,3.2760000000000002,39.27924,39.27924
2017-05-31,Pastas,Penne Rigati No.18,2.0,2.4,2.4
2017-05-31,Pears,Pears William,0.48,0.8640000000000001,0.8640000000000001
2017-05-31,Potatoes,Brushed Potatoes 5kg bag,22.0,109.77999999999997,10.780000000000005
2017-05-31,Pumpkins,Pumpkin Grey,88.54199999999999,176.19858000000005,176.19858000000005
2017-05-31,Root Vegies,Annapura Atta 1kg,1.0,3.99,1.4900000000000002
2017-05-31,Sri Lankan Groceries,Atta 1kg Pattu,1.0,2.99,1.2400000000000002
2017-05-31,Stonefruits,Autum Giant Plum,6.910000000000001,19.348000000000003,19.348000000000003
2017-05-31,Tomatoes,Mix Medley Tomatoes,1.0,2.0,0.0
2017-05-31,Tropical Fruits,Passionfruit,3.0,2.9699999999999998,2.9699999999999998
2017-05-31,Veggies,Black Spanish Queen Olives,5.406000000000001,28.59774,6.97374
2017-05-31,capsicum,Capsicum yellow,2.5880000000000005,16.822,16.822
2017-05-31,carrots,Carrots ,83.82999999999997,142.51099999999994,142.51099999999994
2017-05-31,coconut Products,Coca cola 1.25L,1.0,2.5,1.5
2017-05-31,markdown bag,Mark down Bag ***,94.0,94.0,94.0
2017-05-31,trutaste,Kist Chilli Paste325g,1.0,5.44545454545455,0.8954545454545499
2017-06-30,Apples,Crimson Snow Apples,1.082,3.776180000000001,3.776180000000001
2017-06-30,Asian Vegies,Winter Melon,0.502,1.5009800000000002,1.5009800000000002
2017-06-30,Avocadoes,Avocado Small Hass,1.0,2.5,2.0
2017-06-30,Bananas,Banana Cavendish,706.1619999999995,1405.262380000001,-7.061620000000008
2017-06-30,Berries,Berries Strawberry (large),2.0,7.6,0.9399999999999996
2017-06-30,Bunch Vegies,Methi Leaves,4.0,8.0,8.0
2017-06-30,Cabbages,Cabbage red,6.0,27.0,27.0
2017-06-30,Chillies,Chilli Birdseye,0.3460000000000001,6.228,6.228
2017-06-30,Citrus,Easy Peal Navel Orange,0.8859999999999999,4.4211399999999985,4.4211399999999985
2017-06-30,Cucumbers,Cucumber Lebanese,106.16400000000006,529.7583600000003,529.7583600000003
2017-06-30,Cut Fruits,Honeydew Half,1.0,1.69,0.69
2017-06-30,Cut Veggies,cabbage red half,23.0,62.10000000000003,62.10000000000003
2017-06-30,Eggs,Quil Egg,9.0,31.5,6.300000000000002
2017-06-30,Flowers,Bunch Roses,9.0,81.0,9.0
2017-06-30,Grapes,Grapes white Seedless,26.028,77.82372000000001,77.82372000000001
2017-06-30,Groceries-Dry Goods, Hibiscus Tea,1.0,3.5,1.67
2017-06-30,Herbs,Thyme garden,1.0,3.5,3.5
2017-06-30,Kalamata olives,Olive Oil Rusk,1.0,7.0,2.0
2017-06-30,Lettuces,Lettuce Rocket,1.4060000000000006,28.12,28.12
2017-06-30,Melons,Honeydew,6.0,28.8,28.8
2017-06-30,Multi buy,Spring Onion 2 for,4.0,10.0,10.0
2017-06-30,Mushrooms,Mushroom Button,0.238,2.6156200000000003,2.6156200000000003
2017-06-30,Nuts,Cannellini Beans 1Kg,2.0,10.98,2.58
2017-06-30,Olympian Products,Mahlepi Ground 15g,1.0,2.49,0.7400000000000002
2017-06-30,Onions,Red onion 10kg,3.0,54.0,24.0
2017-06-30,Other Fruits,Kiwi fruit Green,13.806,75.93299999999999,75.93299999999999
2017-06-30,Other Vegies,baby corn ,3.0,8.97,8.97
2017-06-30,Pastas,Penne Rigati No.18,3.0,3.5999999999999996,3.5999999999999996
2017-06-30,Pears,Packham pear 1kg,12.0,35.88000000000001,35.88000000000001
2017-06-30,Potatoes,Taro,4.984000000000001,49.79016,24.870160000000002
2017-06-30,Pumpkins,Pumpkin Grey,48.035999999999994,95.59164,95.59164
2017-06-30,Root Vegies,Turmeric,0.188,4.7,-3.7600000000000002
2017-06-30,Sri Lankan Groceries,wijaya chilli powder 500g,1.0,6.5,2.3
2017-06-30,Stonefruits,Nectarine Yellow,0.37,1.1063,1.1063
2017-06-30,Tomatoes,Tomato Field,0.152,0.304,0.07600000000000001
2017-06-30,Tropical Fruits,Passionfruit,2.0,1.98,1.98
2017-06-30,Veggies,Black Spanish Queen Olives,1.118,5.9142199999999985,1.4422199999999998
2017-06-30,capsicum,Capsicum yellow,4.292000000000001,27.898,27.898
2017-06-30,carrots,Carrots ,73.19800000000002,124.43659999999998,124.43659999999998
2017-06-30,coconut Products,Coca cola 1.25L,1.0,2.5,1.5
2017-06-30,markdown bag,Mark down Bag ***,106.0,106.0,106.0
2017-06-30,trutaste,BBQ fride rice cracker,1.0,4.53636363636364,1.73636363636364
2017-07-31,Apples,Apple Granny smith 2kg Bags,3.0,13.5,4.5
2017-07-31,Asian Vegies,Choy sum,3.0,3.5999999999999996,3.5999999999999996
2017-07-31,Avocadoes,Avocado Small Hass,24.0,60.0,48.0
2017-07-31,Bananas,Banana Monkey,2.552,20.390480000000004,20.390480000000004
2017-07-31,Berries,Berries Raspberry,2.0,7.0,7.0
2017-07-31,Bunch Vegies,Rainbow Silverbeet,4.0,11.96,11.96
2017-07-31,Cabbages,Cabbage Drumhead,1.0,3.5,1.5
2017-07-31,Chillies,Chilli Birdseye,0.9520000000000001,17.136,17.136
2017-07-31,Citrus,Daisy Mandarines,4.534,22.624660000000002,15.82366
2017-07-31,Cucumbers,Aussie Cucumber,2.462,9.82338,9.82338
2017-07-31,Cut Fruits,Rockmelon Half,1.0,1.0,0.0
2017-07-31,Cut Veggies,cabbage red half,13.0,35.1,35.1
2017-07-31,Eggs,Quil Egg,7.0,24.5,4.900000000000001
2017-07-31,Flowers,Bunch Roses,14.0,126.0,14.0
2017-07-31,Grapes,Basil Seed 100g(casa casa),3.0,11.97,2.9700000000000006
2017-07-31,Groceries-Dry Goods,Kithul Jaggery 300g,1.0,4.99,1.1900000000000004
2017-07-31,Herbs,Basil Thai,1.0,3.0,3.0
2017-07-31,Kalamata olives,Barley Rusk Samaria,1.0,7.0,2.0
2017-07-31,Lettuces,Lettuce Rocket,1.6940000000000006,33.88,33.88
2017-07-31,Melons,Gold Honeydew,10.0,40.0,15.0
2017-07-31,Multi buy, Artichoke 2 For 3,1.0,3.0,-0.6000000000000001
2017-07-31,Mushrooms,Mushroom Shitake,1.0,3.5,3.5
2017-07-31,Nuts,Cannellini Beans 1Kg,3.0,16.47,3.87
2017-07-31,Olympian Products,Mastiha 15g,1.0,4.99,1.4900000000000002
2017-07-31,Onions,Onion white,2.9320000000000004,14.63068,14.63068
2017-07-31,Other Fruits,Persimons **,0.6439999999999999,3.21356,3.21356
2017-07-31,Other Vegies,1kg olive pack,0.08800000000000001,0.8800000000000001,0.26488
2017-07-31,Pastas,Bucatini No.6,3.0,3.5999999999999996,3.5999999999999996
2017-07-31,Pears,Packham pear 1kg,8.0,23.92,23.92
2017-07-31,Potatoes,Taro,5.7860000000000005,57.80214000000001,28.872139999999995
2017-07-31,Pumpkins,Wijaya fish curry Powder 70g,1.0,1.99,0.8899999999999999
2017-07-31,Root Vegies,Turmeric,0.554,13.850000000000001,-11.080000000000002
2017-07-31,Sri Lankan Groceries, Mustatd Sauce 375g,1.0,5.29,1.1900000000000004
2017-07-31,Stonefruits,Blood Plums,0.8640000000000001,4.3113600000000005,4.3113600000000005
2017-07-31,Tomatoes,Tomato Field,12.713999999999999,25.427999999999997,6.357000000000001
2017-07-31,Tropical Fruits,Passionfruit,2.0,1.98,1.98
2017-07-31,Veggies,Galangal,0.672,12.096,8.735999999999999
2017-07-31,capsicum,Capsicum yellow,37.261999999999986,242.20299999999992,242.20299999999992
2017-07-31,carrots,Carrots ,78.20599999999993,132.95019999999994,132.95019999999994
2017-07-31,coconut Products,Cream Soda 2L,1.0,4.5,1.35
2017-07-31,markdown bag,Mark down Bag ***,42.0,42.0,42.0
2017-07-31,trutaste,Pineapple Diced 500g,1.0,5.99,1.7000000000000002
2017-08-31,Apples,Apple Granny smith 2kg Bags,15.0,67.5,22.5
2017-08-31,Asian Vegies,Green Jack Fruits,1.024,7.157760000000001,7.157760000000001
2017-08-31,Avocadoes,Avocado Hass Medium,3.0,5.97,-3.0300000000000002
2017-08-31,Bananas,Banana Monkey,2.036,16.26764,16.26764
2017-08-31,Berries,Berries Strawberry (medium),47.0,117.5,117.5
2017-08-31,Bunch Vegies,Rhubarb,6.0,27.0,27.0
2017-08-31,Cabbages,Cabbage red,6.0,27.0,27.0
2017-08-31,Chillies,Chilli Birdseye,0.004,0.07200000000000001,0.07200000000000001
2017-08-31,Citrus,3kg Marsh Grapefruit ,1.0,4.99,1.99
2017-08-31,Cucumbers,Cucumber Lebanese,103.99200000000005,518.9200800000001,518.9200800000001
2017-08-31,Cut Veggies,cabbage red half,19.0,51.30000000000002,51.30000000000002
2017-08-31,Eggs,Quil Egg,7.0,24.5,4.900000000000001
2017-08-31,Flowers,Bunch Roses,14.0,126.0,14.0
2017-08-31,Fruits,Kensington Pride Mangoes large,1.0,3.0,3.0
2017-08-31,Grapes,Ohanez Grapes,5.244,20.923560000000002,20.923560000000002
2017-08-31,Groceries-Dry Goods, Hibiscus Tea,1.0,3.5,1.67
2017-08-31,Herbs,Marjoram,1.0,3.5,3.5
2017-08-31,Kalamata olives,Barley Rusk Samaria,1.0,7.0,2.0
2017-08-31,Lettuces,Snow pea Tendrils,1.0,19.0,19.0
2017-08-31,Melons,Honeydew,16.0,76.79999999999998,76.79999999999998
2017-08-31,Multi buy,Passata 6 for $8,2.0,16.0,16.0
2017-08-31,Mushrooms,King oyster,3.0,11.97,11.97
